OTU	AUGPCR_barcode66	JunPCR_barcode66	L0A1_barcode13	L0A2_barcode29	L0A3_barcode45	L0A4_barcode61	L0B1_barcode14	L0B2_barcode30	L0B3_barcode46	L0B4_barcode62	L0C1_barcode15	L0C2_barcode31	L0C3_barcode47	L0C4_barcode63	L0D1_barcode16	L0D2_barcode32	L0D3_barcode48	L0D4_barcode64	L1A1_barcode13	L1A2_barcode29	L1A3_barcode45	L1A4_barcode61	L1B1_barcode14	L1B2_barcode30	L1B3_barcode46	L1B4_barcode62	L1C1_barcode15	L1C2_barcode31	L1C3_barcode47	L1C4_barcode63	L1D1_barcode16	L1D2_barcode32	L1D3_barcode48	L1D4_barcode64	L2A1_barcode13	L2A2_barcode29	L2A3_barcode45	L2A4_barcode61	L2B1_barcode14	L2B2_barcode30	L2B3_barcode46	L2B4_barcode62	L2C1_barcode15	L2C2_barcode31	L2C3_barcode47	L2C4_barcode63	L2D1_barcode16	L2D2_barcode32	L2D3_barcode48	L2D4_barcode64	OctPCR_barcode66	R0A1_barcode09	R0A2_barcode25	R0A3_barcode41	R0A4_barcode57	R0B1_barcode10	R0B2_barcode26	R0B3_barcode42	R0B4_barcode58	R0C1_barcode11	R0C2_barcode27	R0C3_barcode43	R0C4_barcode59	R0D1_barcode12	R0D2_barcode28	R0D3_barcode44	R0D4_barcode60	R1A1_barcode09	R1A2_barcode25	R1A3_barcode41	R1A4_barcode57	R1B1_barcode10	R1B2_barcode26	R1B3_barcode42	R1B4_barcode58	R1C1_barcode11	R1C2_barcode27	R1C3_barcode43	R1C4_barcode59	R1D1_barcode12	R1D2_barcode28	R1D3_barcode44	R1D4_barcode60	R2A1_barcode09	R2A2_barcode25	R2A3_barcode41	R2A4_barcode57	R2B1_barcode10	R2B2_barcode26	R2B3_barcode42	R2B4_barcode58	R2C1_barcode11	R2C2_barcode27	R2C3_barcode43	R2C4_barcode59	R2D1_barcode12	R2D2_barcode28	R2D3_barcode44	R2D4_barcode60
OTU1	0	0	0	0	0	2	1	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2	0	0	0	0	0	5	0	0	0	0	0	0	2	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10	0	0	3	11	6	5	1	2	1	3	6	1	5	2	2	0	5	1	0	8	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	5	1	1	1	6	0	0	0	3	2	1	3	1	0	3	3	3	1	1	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU11	0	0	0	0	0	28	0	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	3	2	1	0	1	1	0	0	0	0	2	0	0	0	1	0	1	2	4	1	0	1	0	0	0	2	1	2	0	2	4	6	6	13	6	27	1	1	10	6	6	4	6	3	2
OTU12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU13	0	0	2	2	1	3	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	1	0	1	0	0	0	1	0	1	0	2	0	0	6	1	0	0	4	0	1	0	0	4	1	1	1	7	3	1	11	6	30	0	2	12	6	12	8	11	8	1
OTU14	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	1	2	3	0	0	1	0	0	0	2	1	0	0	5	1	0	0	1	0	0	0	6	1	1	0	3	7	11	10	21	11	43	1	1	15	9	7	11	18	15	9
OTU15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU16	0	0	4	5	8	2	3	3	5	3	2	5	3	1	2	0	1	0	2	4	4	0	2	1	0	1	1	1	0	1	2	0	0	0	1	0	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	4	2	2	2	1	6	1	0	4	2	0	2	0	4	2	4	7	0	2	6	3	0	3	5	2	1	1	0	3	0	1	2	0	0	1	2	2	2	0	2	1	3	2	2	2	2	0
OTU17	8	19	11291	10431	11559	10363	8097	10103	6278	11123	9456	15791	11834	15227	10231	5144	7958	7084	5649	13974	1827	977	14570	5899	1157	1471	6947	10661	1578	7076	12057	7666	3340	1107	4709	9097	7452	3553	15286	13009	15692	13274	24575	8134	8414	9993	8209	18616	2063	5357	6	12216	12911	18059	9029	12720	12169	19747	13577	13930	37510	31548	48623	30699	33036	22638	11749	3903	16972	2512	1750	6368	8389	1487	2582	8480	10293	10152	3800	5100	5614	6175	5996	4328	10138	2442	4805	6542	5545	8118	4896	11957	11372	15629	14736	18751	12744	10531	17337
OTU18	0	0	2	1	14	5	2	4	6	6	4	7	2	1	2	3	4	2	5	3	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	3	0	0	0	2	4	1	1	1	2	1	0	0	0	4	1	6	3	0	1	1	0	5	7	3	4	5	2	5	0	3	8	3	0	12	9	1	1	7	14	4	2	4	4	3	1	16	24	7	15	30	33	62	3	4	34	26	21	22	58	25	10
OTU19	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	1	0
OTU20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	5	0	0	0	20	0	0	0	1	1	0	0	9	1	0	0	0	2	0	0	0	3	0	2	0	0	2	0	0	1	0	3	0	19	55	3	18	8	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0
OTU21	0	0	14	19	20	17	19	6	5	40	5	30	12	22	12	6	14	12	5	0	0	0	1	0	0	0	2	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	54	62	51	22	18	12	23	7	18	14	11	20	10	26	28	60	24	3	4	38	114	0	1	81	7	0	2	71	5	0	2	4	10	3	14	1	16	0	7	6	17	5	2	0	5	1	3
OTU22	0	0	16	14	24	8	2	1	6	5	1	1	5	3	7	2	1	4	111	293	2	0	175	214	0	0	149	29	20	1	420	231	36	0	443	920	406	6	297	269	535	242	161	20	112	79	118	363	67	167	0	22	43	20	51	25	3	102	37	23	18	21	5	18	14	36	25	29	50	52	7	384	11	0	12	134	10	6	1	4	37	7	2	11	0	1	3	0	0	3	3	3	1	0	2	18	0	3	2
OTU23	0	0	9	1	4	2	6	2	0	5	3	2	4	1	4	1	2	1	28	137	0	0	102	148	0	0	58	28	5	2	141	105	16	0	303	345	285	1	279	223	307	217	158	7	50	81	103	442	91	94	0	8	19	5	28	11	1	12	8	7	6	2	5	6	7	8	6	4	21	44	0	168	0	0	6	60	3	7	0	3	11	5	2	25	2	1	3	2	1	7	3	2	2	3	1	20	0	1	1
OTU24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU27	0	0	14	4	13	13	5	2	2	21	3	19	13	15	2	2	8	20	5	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	28	34	21	9	17	14	18	4	10	9	3	9	6	20	7	42	13	4	2	20	67	1	4	40	5	0	0	33	3	0	1	2	4	2	15	1	16	0	5	3	9	4	2	0	5	1	0
OTU28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU30	1	7	3869	2164	2411	2879	1931	1760	1045	3295	1769	4361	1837	2674	3171	1985	1202	1920	979	996	52	48	1572	381	184	245	755	965	125	209	1357	1140	618	158	472	621	877	1885	1214	448	1071	1171	754	1249	385	1959	275	773	107	206	1	1515	3519	3164	2308	1702	884	1635	1731	1257	1208	921	665	1407	1865	2194	2455	2399	1095	370	105	2022	3797	46	145	2690	436	111	115	2316	405	70	73	1572	553	116	649	244	618	411	595	391	835	598	297	282	145	256	288
OTU31	3	10	15520	9151	10413	10903	8776	6914	4464	13916	9005	18060	6921	11548	14170	6543	5236	7850	2083	2213	253	173	2165	1075	567	702	1594	2096	342	669	2287	1824	874	285	1722	2929	2771	1606	3104	2161	2871	4105	2153	2425	1198	3017	932	3981	458	729	2	7155	16819	12844	9393	6808	3683	9563	6742	4044	5916	4287	3238	7249	8146	6452	10389	9011	3801	1697	415	7896	15337	464	781	9778	2165	612	758	8699	1945	395	446	1869	4278	510	2083	717	3920	2530	2481	1924	3037	2479	869	1141	805	948	739
OTU32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	139	5	3	10	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	1	1	4	1	0	0	0	0	0	0	0
OTU33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU34	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU35	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU36	0	0	2	4	10	28	9	2	3	6	6	14	6	15	7	7	7	5	6	5	0	1	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	8	11	2	6	0	5	4	1	3	4	3	2	7	5	6	11	6	3	1	10	7	0	4	8	12	1	4	15	5	1	0	10	5	4	4	3	3	11	5	2	7	6	3	6	2	5	1
OTU37	0	0	1	0	0	0	0	0	0	1	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU39	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU40	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU41	0	0	0	1	2	2	2	0	3	1	3	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	5	0	0	0	0	0	3	0	0	1	1	3	0	2	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU44	0	0	2	1	4	6	0	0	2	1	3	0	0	1	0	0	1	1	3	3	3	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	4	2	1	0	4	0	0	0	1	1	0	0	0	0	0	3	4	10	9	1	2	10	0	0	1	0	4	13	0	0	1	3	3	4	3	1	7	0	2	2	16	2	2	3	5	0	1	3	11	4	7	1	8	5	1	1	6	3	0	0	3	2	0
OTU45	0	0	1	1	2	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU46	0	0	18	24	31	35	4	8	11	12	13	19	8	16	1	1	20	8	9	25	5	0	5	2	1	2	8	9	0	0	4	10	5	1	1	7	14	7	0	0	1	4	0	3	0	0	0	0	0	0	0	7	11	37	10	7	6	13	14	9	19	6	8	21	7	11	6	21	30	14	11	37	24	4	18	26	56	7	26	20	28	7	4	13	25	12	35	24	33	74	10	6	28	21	11	8	27	16	6
OTU47	0	3	833	885	647	634	547	302	214	883	382	1170	377	1090	509	161	347	550	803	524	39	22	453	384	79	54	517	1109	59	32	759	261	81	89	401	364	560	305	283	297	330	369	244	428	235	661	85	249	44	129	2	2400	1367	1263	3920	860	377	896	569	295	532	379	280	484	556	605	709	1323	948	222	87	1400	1855	45	73	2028	338	51	104	1257	568	37	26	351	630	252	644	254	570	722	423	286	836	762	379	183	330	190	186
OTU48	0	3	2297	1358	1517	1241	1318	334	295	1950	757	2928	541	1512	1223	223	740	1185	364	266	19	10	202	64	26	26	212	422	26	14	348	106	44	27	122	148	159	137	89	36	124	118	70	158	86	170	20	84	14	48	0	2168	4471	4065	4106	1564	858	1999	1705	504	961	1060	612	1155	1359	1790	2325	3042	953	229	79	1901	3962	35	148	3270	456	60	83	2879	408	34	48	262	671	179	743	267	671	562	493	174	988	684	252	110	278	183	135
OTU49	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU50	0	0	42	39	59	31	13	18	15	15	16	44	15	16	16	5	14	12	2	27	5	2	4	1	2	2	2	12	1	0	8	1	2	1	0	0	1	2	2	2	0	4	0	1	0	0	1	0	1	1	0	1	14	8	11	3	2	17	8	16	50	12	14	9	21	9	7	6	10	6	4	17	12	0	17	18	35	5	11	11	8	3	3	2	6	3	1	6	2	0	0	2	8	3	1	1	4	2	0
OTU51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	1	2	1	0	1	0	0
OTU52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU53	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	2	0	1	2	0	0	0	2	0	1	1	1	1	2	1	0	1	1	2	0	0	2	4	3	1	0	1	3	0	0	0	0	0	0	0	0	0
OTU54	0	0	223	113	224	453	102	117	86	227	115	377	156	329	168	85	63	201	23	42	10	5	43	63	7	19	56	49	3	12	9	47	15	9	2	34	8	22	7	34	6	8	63	29	11	6	12	17	3	0	1	9	29	27	12	39	21	33	8	34	36	53	70	28	81	53	55	37	35	10	5	23	26	4	9	38	62	18	5	35	23	12	9	149	138	86	120	207	209	790	29	47	330	149	122	103	186	132	44
OTU55	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU56	1	1	2319	1326	3839	5571	1676	1751	1874	3664	2471	5447	3379	5375	2539	1592	1366	4029	151	189	78	72	38	23	37	445	580	577	102	140	45	359	36	203	33	26	71	145	66	100	62	35	131	220	117	59	33	72	23	24	0	47	54	61	35	214	129	116	71	339	239	619	1327	191	438	736	245	138	50	12	16	64	61	12	57	257	41	49	53	37	56	66	80	159	73	81	73	232	155	904	49	27	297	177	185	176	199	300	64
OTU57	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU61	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	1	4	0	0	0	0	1	1	0	0	1	3	0	0	2
OTU62	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
