OTUID	assignment-nochim-AUGPCR_barcode65.tsv	assignment-nochim-JunPCR_barcode65.tsv	assignment-nochim-L0A1_barcode05.tsv	assignment-nochim-L0A2_barcode21.tsv	assignment-nochim-L0A3_barcode37.tsv	assignment-nochim-L0A4_barcode53.tsv	assignment-nochim-L0B1_barcode06.tsv	assignment-nochim-L0B2_barcode22.tsv	assignment-nochim-L0B3_barcode38.tsv	assignment-nochim-L0B4_barcode54.tsv	assignment-nochim-L0C1_barcode07.tsv	assignment-nochim-L0C2_barcode23.tsv	assignment-nochim-L0C3_barcode39.tsv	assignment-nochim-L0C4_barcode55.tsv	assignment-nochim-L0D1_barcode08.tsv	assignment-nochim-L0D2_barcode24.tsv	assignment-nochim-L0D3_barcode40.tsv	assignment-nochim-L0D4_barcode56.tsv	assignment-nochim-L1A1_barcode05.tsv	assignment-nochim-L1A2_barcode21.tsv	assignment-nochim-L1A3_barcode37.tsv	assignment-nochim-L1A4_barcode53.tsv	assignment-nochim-L1B1_barcode06.tsv	assignment-nochim-L1B2_barcode22.tsv	assignment-nochim-L1B3_barcode38.tsv	assignment-nochim-L1B4_barcode54.tsv	assignment-nochim-L1C1_barcode07.tsv	assignment-nochim-L1C2_barcode23.tsv	assignment-nochim-L1C3_barcode39.tsv	assignment-nochim-L1C4_barcode55.tsv	assignment-nochim-L1D1_barcode08.tsv	assignment-nochim-L1D2_barcode24.tsv	assignment-nochim-L1D3_barcode40.tsv	assignment-nochim-L1D4_barcode56.tsv	assignment-nochim-L2A1_barcode05.tsv	assignment-nochim-L2A2_barcode21.tsv	assignment-nochim-L2A3_barcode37.tsv	assignment-nochim-L2A4_barcode53.tsv	assignment-nochim-L2B1_barcode06.tsv	assignment-nochim-L2B2_barcode22.tsv	assignment-nochim-L2B3_barcode38.tsv	assignment-nochim-L2B4_barcode54.tsv	assignment-nochim-L2C1_barcode07.tsv	assignment-nochim-L2C2_barcode23.tsv	assignment-nochim-L2C3_barcode39.tsv	assignment-nochim-L2C4_barcode55.tsv	assignment-nochim-L2D1_barcode08.tsv	assignment-nochim-L2D2_barcode24.tsv	assignment-nochim-L2D3_barcode40.tsv	assignment-nochim-L2D4_barcode56.tsv	assignment-nochim-OctPCR_barcode65.tsv	assignment-nochim-R0A1_barcode01.tsv	assignment-nochim-R0A2_barcode17.tsv	assignment-nochim-R0A3_barcode33.tsv	assignment-nochim-R0A4_barcode49.tsv	assignment-nochim-R0B1_barcode02.tsv	assignment-nochim-R0B2_barcode18.tsv	assignment-nochim-R0B3_barcode34.tsv	assignment-nochim-R0B4_barcode50.tsv	assignment-nochim-R0C1_barcode03.tsv	assignment-nochim-R0C2_barcode19.tsv	assignment-nochim-R0C3_barcode35.tsv	assignment-nochim-R0C4_barcode51.tsv	assignment-nochim-R0D1_barcode04.tsv	assignment-nochim-R0D2_barcode20.tsv	assignment-nochim-R0D3_barcode36.tsv	assignment-nochim-R0D4_barcode52.tsv	assignment-nochim-R1A1_barcode01.tsv	assignment-nochim-R1A2_barcode17.tsv	assignment-nochim-R1A3_barcode33.tsv	assignment-nochim-R1A4_barcode49.tsv	assignment-nochim-R1B1_barcode02.tsv	assignment-nochim-R1B2_barcode18.tsv	assignment-nochim-R1B3_barcode34.tsv	assignment-nochim-R1B4_barcode50.tsv	assignment-nochim-R1C1_barcode03.tsv	assignment-nochim-R1C2_barcode19.tsv	assignment-nochim-R1C3_barcode35.tsv	assignment-nochim-R1C4_barcode51.tsv	assignment-nochim-R1D1_barcode04.tsv	assignment-nochim-R1D2_barcode20.tsv	assignment-nochim-R1D3_barcode36.tsv	assignment-nochim-R1D4_barcode52.tsv	assignment-nochim-R2A1_barcode01.tsv	assignment-nochim-R2A2_barcode17.tsv	assignment-nochim-R2A3_barcode33.tsv	assignment-nochim-R2A4_barcode49.tsv	assignment-nochim-R2B1_barcode02.tsv	assignment-nochim-R2B2_barcode18.tsv	assignment-nochim-R2B3_barcode34.tsv	assignment-nochim-R2B4_barcode50.tsv	assignment-nochim-R2C1_barcode03.tsv	assignment-nochim-R2C2_barcode19.tsv	assignment-nochim-R2C3_barcode35.tsv	assignment-nochim-R2C4_barcode51.tsv	assignment-nochim-R2D1_barcode04.tsv	assignment-nochim-R2D2_barcode20.tsv	assignment-nochim-R2D3_barcode36.tsv	assignment-nochim-R2D4_barcode52.tsv
2879107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186802	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
59610	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
544580	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1643322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
1161	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1
2546359	1	0	18	5	8	5	13	15	5	11	10	12	10	15	12	12	6	3	14	2	0	0	10	6	3	2	7	8	1	0	12	3	5	3	5	11	8	13	12	8	8	17	10	25	6	3	16	9	18	7	0	0	7	9	6	12	13	6	12	8	10	9	5	15	14	9	12	9	3	0	1	10	13	1	3	10	3	0	1	11	3	1	2	18	19	20	8	10	15	12	27	11	21	11	14	5	15	10	21
321327	1	0	2	2	2	4	4	3	1	3	1	0	1	4	4	1	0	3	7	1	0	0	5	1	1	1	4	4	3	2	5	2	0	1	2	9	4	9	2	9	1	8	4	6	2	1	3	3	9	3	0	0	1	1	2	2	10	3	3	1	3	2	2	6	3	3	1	4	3	0	0	2	5	0	0	3	2	0	1	12	2	0	0	7	8	10	2	4	6	3	7	1	5	4	7	4	11	2	5
82654	1	0	8	2	3	3	4	3	1	4	1	1	3	7	9	6	6	5	6	2	1	1	6	3	0	1	9	4	1	0	6	2	3	3	5	3	7	19	6	3	8	5	7	10	5	1	8	4	10	10	0	1	5	3	4	6	3	2	6	2	4	4	1	4	6	4	1	10	2	2	1	9	8	0	1	7	2	1	0	8	7	0	0	5	10	9	9	3	9	8	11	2	10	5	6	5	8	9	10
656088	1	0	1	3	2	0	2	1	1	1	2	1	1	3	1	2	2	1	4	0	0	0	4	0	1	0	0	0	0	1	1	0	0	1	1	2	0	6	3	0	1	3	0	4	4	0	1	1	1	3	0	0	1	2	1	3	2	0	5	0	3	1	1	2	2	1	2	1	0	0	0	3	2	0	0	2	0	1	1	3	0	0	0	2	2	2	3	1	3	1	3	1	1	2	0	3	1	3	7
2102	1	0	1	2	2	0	2	1	1	1	2	1	0	3	1	2	1	1	4	0	0	0	4	0	1	0	0	0	0	1	1	0	0	1	1	2	0	6	3	0	0	1	0	4	4	0	1	1	1	3	0	0	1	2	1	0	1	0	5	0	3	1	1	2	1	1	1	1	0	0	0	3	2	0	0	2	0	1	1	1	0	0	0	2	1	2	2	1	1	1	3	1	1	2	0	3	0	3	6
2057025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1484116	1	0	0	0	1	3	10	1	4	0	9	1	0	9	3	12	0	5	16	0	0	1	5	0	0	0	5	0	0	1	1	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	1	14	0	0	1	0	2	2	4	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	1	0	41	23	12	24	34	37	28	29	31	28	19	41	38	40	17	43	50	4	4	2	34	16	3	4	29	15	1	6	52	18	9	6	30	43	31	46	31	33	46	53	42	55	39	31	41	29	57	56	0	2	27	22	11	34	34	13	40	10	44	17	11	45	35	28	43	26	15	5	6	52	44	5	9	16	11	6	6	42	17	2	6	38	55	68	26	34	52	45	65	14	70	40	53	46	57	40	62
84567	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1331910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2984843	0	1	113	8	14	101	106	76	20	26	43	49	55	45	32	331	12	15	2	4	0	1	0	3	0	1	7	11	0	2	5	4	2	5	0	0	0	7	0	0	1	0	4	3	4	1	1	3	23	7	0	1	23	15	9	22	7	8	19	9	17	87	6	17	1	30	6	1	3	1	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	4	0	1	0	0	2	0	3	2	1	0	0	0	2
946333	0	1	0	0	0	0	0	9	1	2	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	2	0	1	0	0	0	0	0	0	3	2	0	0	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0
2	0	0	18	10	8	23	22	12	12	27	24	24	13	27	23	31	13	21	34	6	3	1	17	10	2	7	10	11	7	2	20	11	5	5	16	27	13	76	16	9	12	22	16	37	21	13	29	12	40	31	3	1	10	13	6	18	24	9	24	5	16	24	8	30	22	12	18	23	12	4	8	26	17	4	2	11	11	2	7	29	5	6	6	35	29	53	14	19	15	32	53	10	39	29	32	18	22	20	33
356	0	0	2	4	1	4	2	2	3	1	7	5	6	5	1	3	1	3	6	2	0	1	5	1	0	0	2	6	1	0	3	3	1	1	0	0	1	11	0	1	1	0	0	2	2	0	1	0	3	2	0	0	1	0	1	23	9	0	11	3	1	10	4	5	1	2	3	8	3	1	1	10	3	1	0	4	4	1	1	22	1	2	7	3	1	1	0	0	2	5	4	5	8	1	2	9	1	1	6
119045	0	0	1	0	1	1	1	3	1	1	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2202826	0	0	10	0	0	1	2	1	5	0	4	0	3	0	3	10	4	0	0	2	0	0	8	0	0	1	1	2	2	0	6	2	0	1	0	0	0	24	1	0	0	1	1	3	0	0	2	0	0	5	0	0	0	2	1	0	6	2	0	6	0	0	0	2	0	1	10	4	4	0	0	0	0	1	1	0	0	1	0	6	1	0	2	2	1	1	0	0	4	1	10	5	8	2	3	1	2	0	7
410	0	0	27	30	12	28	19	39	13	6	15	31	45	10	22	23	30	7	4	1	1	1	1	1	0	5	6	6	0	1	2	6	1	5	0	1	0	7	0	0	0	2	0	11	1	1	3	0	10	4	1	3	13	10	2	24	17	9	31	14	23	16	12	11	4	3	6	8	11	1	2	4	13	0	3	2	3	1	1	44	3	0	1	1	3	10	0	1	1	1	6	3	6	0	5	3	3	3	14
270351	0	0	23	7	1	3	3	3	6	7	4	16	5	8	10	34	34	12	5	5	0	0	4	0	0	0	2	14	1	0	7	2	0	4	0	0	0	24	1	1	3	1	1	3	2	0	8	1	1	15	0	0	0	4	1	2	16	3	13	10	13	6	0	15	5	1	5	5	19	3	2	11	1	2	0	6	2	0	3	37	1	0	8	14	3	7	0	3	6	0	53	10	22	7	9	17	6	6	17
334852	0	0	20	12	2	14	10	15	9	4	10	15	28	13	18	40	4	14	11	8	0	2	6	7	1	0	11	12	1	3	12	17	0	6	1	3	0	9	18	0	2	2	11	15	8	3	11	1	1	10	0	0	4	5	6	21	12	9	23	9	5	2	1	8	2	2	3	3	7	1	0	17	3	0	1	3	7	4	0	13	1	0	3	3	2	4	4	1	0	1	13	8	3	4	25	1	8	1	17
374432	0	0	9	9	3	9	24	5	7	5	21	15	12	8	4	21	8	2	3	10	1	0	3	4	0	0	3	5	0	1	9	10	0	3	0	0	2	5	5	1	0	0	14	68	4	0	13	2	1	0	0	0	1	3	3	18	4	3	5	5	3	3	2	0	1	1	4	9	5	0	0	19	3	0	0	1	1	1	0	14	0	1	4	1	0	3	1	1	1	1	5	1	0	2	20	0	2	1	3
418223	0	0	8	8	7	7	12	38	27	1	53	10	53	48	32	88	27	13	9	8	0	0	1	6	0	3	34	10	2	7	12	36	0	4	0	0	0	4	1	1	5	4	10	20	4	11	31	3	5	3	0	0	3	9	0	9	11	3	12	4	6	8	2	19	4	2	14	8	20	2	1	0	12	0	5	4	10	1	2	46	2	4	2	2	1	5	3	4	2	3	5	2	2	8	24	10	7	4	8
2202827	0	0	4	1	5	10	7	4	4	1	3	4	3	7	1	5	1	13	5	1	1	0	3	1	1	1	0	2	0	0	3	5	0	0	0	1	1	0	0	0	3	0	4	9	0	0	3	0	0	2	0	0	1	1	2	8	6	2	4	2	4	2	2	4	2	1	7	7	6	0	0	9	7	1	0	0	1	0	3	17	2	0	2	3	0	1	0	1	4	1	7	1	9	2	2	6	5	4	7
2282523	0	0	3	2	2	1	1	5	1	0	1	4	5	3	2	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	6	1	0	7	2	1	2	2	2	0	2	0	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	3	0	1	0	4
223967	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	1	3	0	2	0	0	1	0	4	2	2	0	0	0	0	0	4
2807101	0	0	3	0	1	1	3	1	2	0	1	0	1	8	0	0	3	2	2	0	0	0	0	0	0	0	0	5	2	0	3	0	0	0	0	1	0	1	0	0	1	0	0	2	2	0	0	0	0	2	0	0	1	0	2	10	6	3	6	3	0	5	3	3	1	2	6	5	3	4	1	8	3	2	0	1	0	0	0	23	0	0	0	1	0	0	2	3	0	1	3	3	4	0	6	4	4	2	5
2082949	0	0	1	0	1	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	1	3	0	0	1	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0
414371	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1
1349819	0	0	44	7	1	0	6	20	5	18	3	7	19	44	122	60	118	11	11	0	2	8	22	5	0	0	1	28	10	2	76	16	0	4	0	0	0	15	5	0	0	1	10	15	1	0	1	2	0	6	0	3	3	5	8	31	40	13	0	1	7	31	0	27	0	8	0	7	14	0	0	3	12	0	0	0	1	0	0	5	0	0	2	1	6	0	0	1	0	2	1	1	2	0	0	2	0	0	8
82115	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	1	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
34020	0	0	1	0	1	6	0	4	0	2	3	0	1	5	2	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	5	1	2	2	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2613770	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335928	0	0	2	2	0	0	0	2	2	0	0	0	1	3	0	2	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	2	0	0	0	0	0	7	0	0	1	0	0	2	1	0	1	1	0	0	0	0	0	3	0	2	7	2	10	0	1	2	3	1	1	1	2	6	3	0	0	5	1	0	0	3	1	0	1	18	1	1	1	2	0	1	2	0	0	0	3	2	1	2	0	2	5	0	4
2528964	0	0	1	0	0	2	1	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	3	1	2	0	0	3	1	0	0	0	0	0	0	0	1	4	1	0	1	1	0	0	0	2	1	1	0	0	0	2	0	1	0	0	1	3	1	0	1	1	1	1	5
81	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
674703	0	0	1	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	2	0	1	0	0
1868589	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2560058	0	0	44	29	37	39	58	46	26	40	39	54	47	90	42	71	28	44	137	15	5	2	62	28	2	6	57	18	9	17	58	19	15	13	36	85	67	168	51	59	42	79	53	156	73	65	65	41	118	111	1	0	51	38	34	42	65	35	82	32	56	39	26	57	76	42	47	75	27	15	5	103	72	6	11	49	33	10	13	115	47	11	18	123	112	167	43	88	94	116	174	57	159	102	259	103	93	73	160
504468	0	0	3	1	1	1	2	4	0	0	1	5	1	2	2	4	0	0	4	0	0	0	0	1	0	2	0	1	1	0	0	4	0	3	1	0	0	14	0	0	0	1	0	0	0	5	1	0	0	1	0	0	3	4	0	4	4	4	1	0	1	2	0	1	0	0	2	5	0	1	3	6	12	0	0	0	2	0	1	16	2	0	1	12	6	6	0	3	0	8	3	0	10	3	14	2	0	1	15
522	0	0	1	0	1	0	2	3	0	0	0	0	0	0	0	3	0	0	0	1	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	3	0	1	0	0	2	0	0	1	2	0	0	0	4	1	0	0	0	0	0	0	2	2	0	1	1	0	1	0	1	0	1	1	0	3	2	1	0	0	0	4
91915	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1
364410	0	0	1	0	0	0	2	1	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	1	0	4	4	1	5	0	2	2	0	0	0	0	0	2	0	1	0	6	4	0	0	1	2	0	1	20	2	0	1	8	1	0	0	0	0	0	1	0	12	2	16	2	0	0	18
1484109	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	2	2	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	2	0	0	7	1	0	1	3	0	1	0	2	0	1	3	0	3	0	3	3	0	0	6
2762277	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
436	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2785908	0	0	4	1	0	0	0	1	1	1	1	1	1	3	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	1	3	1	0	0	0	3	2	1	1	0	2	5	0	2	1	1	2	0	2	4	0	0	1	0	0	2	2	0	2	0	1	0	0	2	2	4	0	4	1	0	1	1	2	0	0	0	0	0	0	2	0	0	1	3	3	1	1	2	0	3	5	0	2	1	3	0	4	2	4
55518	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2602016	0	0	1	0	0	1	1	0	0	1	1	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	1	0	1	0	3	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	2	2	0	2	3	1	0	0	2	0	0	1	1	3
193	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0
41297	0	0	1	0	0	5	0	2	1	1	0	0	0	2	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
